;Codigo_org;idOrg;Organismo;Codigo_padre;Padre_org;Region;Municipalidad;direccion;telefono;url_organismo;url_orgtransparencia;horario_publico;nombre_encargado;email;num_cuenta;rut;tipo_cuenta;banco;url_sai;fax;Ingresa;obligadorecibir_sai;organismo_autonomo;interopera;tiene_ta;fecha_ta
506;CM043;58869;Corporación Municipal de Panguipulli;CM000;Corporaciones Municipales;Región de Los Ríos;PANGUIPULLI;Sor Mercedes 136;632313734;http://www.cmpanguipulli.com/;http://;;Ernesto Navarro Elgueta;transparencia.cormupa@cmpanguipulli.com;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
507;AB056;810;Gobernación de Ranco;AB000;Interior y Seguridad Pública;Región de Los Ríos;LA UNIÓN;Letelier 365;642475710;http://www.gobernacionranco.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/124/index.html;LUNES A VIERNES: 08:30 A 14:00 HRS.;Melina Ramírez Jiménez;mramirezj@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;642475711;Ingresa;SÍ;NO;SÍ;NO;
508;CF004;329700;CFT de la Región de los Ríos;CF000;Centro de Formación Técnica;Región de Los Ríos;LA UNIÓN;Cayetano Letelier Nº 492 oficina 207;64220 0990;http://;http://;;;Transparencia@cftdelosrios.cl;;;;;http://;;No ingresa;SÍ;NO;NO;SÍ;2019/08/05
509;MU127;568;Municipalidad de La Unión;MU000;Municipios de Los Ríos;Región de Los Ríos;LA UNIÓN;Arturo Prat Nº680;(63) 2322441;http://www.munilaunion.cl;http://transparencia.munilaunion.cl/;Lunes a Viernes de 8:30 a 14:00 Hrs.;Mónica Díaz Ojeda;secmunlaunion@gmail.com;;;Cuenta Corriente;Bancoestado;http://transparencia.munilaunion.cl/frmInformacion.php;(63) 2322445;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
510;MU096;543;Municipalidad de Futrono;MU000;Municipios de Los Ríos;Región de Los Ríos;FUTRONO;Balmaceda esq. Alessandri SN;+56 63 2481 213;http://www.munifutrono.cl;http://www.munifutrono.cl/SIGTRA/;Lunes a Viernes 08:30 a 14:00 hrs y 15:00 a 17:40 hrs;Cristobal Kunstmann Collado;admin@munifutrono.cl;;;Cuenta Corriente;Bancoestado;http://www.munifutrono.cl;;Ingresa;SÍ;NO;NO;SÍ;2018/11/23
511;MU128;569;Municipalidad de Lago Ranco;MU000;Municipios de Los Ríos;Región de Los Ríos;LAGO RANCO;Viña del Mar Nº345;(63) 491212  491213  491507  491508;http://www.municipalidadlagoranco.cl;http://www.municipalidadlagoranco.cl/;Lunes a Viernes de 08:00 a 13:00 Hrs;Santiago Mejías Chandia;transparencia@lagoranco.cl;;;;;http://www.municipalidadlagoranco.cl/index.php?option=com_content&view=article&id=160&Itemid=97;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
512;MU270;693;Municipalidad de Rio Bueno;MU000;Municipios de Los Ríos;Región de Los Ríos;RÍO BUENO;Comercio Nº 603;64  2340400;http://www.riobuenochile.cl;http://www.riobuenochile.cl/transparencia.php;Lunes a Viernes de 8:00 a 14:00 hrs.;Mauricio Ovando Hernández;transparencia@muniriobueno.cl;;;;;http://www.riobuenochile.cl/transparencia.php;64  2340436;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
513;AO039;56250;SEREMI de Salud  de Arica y Parinacota;AO000;Salud;Región de Arica y Parinacota;ARICA;Maipú 410;58 220 4263;http://www.seremisalud15.cl;http://transparencia.redsalud.gov.cl/transparencia/index.php?id=SEREMI15;LUNES A VIERNES DE  8:30 A  17:30;Marijeim Godoy Sánchez;transparencia.seremisalud15@redsalud.gov.cl;;13639732k;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=785949e94dffd897c7dc2d69097ca490;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
514;AB022;776;Gobernación de Arica;AB000;Interior y Seguridad Pública;Región de Arica y Parinacota;ARICA;7 de Junio 188;582231440  582232858;http://www.gobernacionarica.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/37/index.html;DE LUNES A VIERNES DE 8:30 A 17:30 HRS.;Justo Germán Blas Huayllas;jblas@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
515;AO058;897;Hospital Juan Noé de Arica;AO000;Salud;Región de Arica y Parinacota;ARICA;18 de Septiembre 1000;56 58 204 4406;http://www.hjnc.cl/;http://transparencia.redsalud.gov.cl/transparencia/index.php?id=HJNC;Lunes a Viernes de 08:00 a 16:48 hrs.;Mitzy Lahor Calle;mitzi.lahor@hjnc.cl;;;;;http://hjnc.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/02/15
516;AJ023;330201;Servicio Local de Educación Pública Chinchorro;AJ000;Educación;Región de Arica y Parinacota;ARICA;07 DE JUNIO;998146254;http://;http://;;;marcos.oviedo@educacionpublica.cl;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2019/09/12
517;AP016;955;SERVIU Región de Arica y Parinacota;AP000;Vivienda y Urbanismo;Región de Arica y Parinacota;ARICA;18 de Septiembre 122;56 58 231 613;http://www.serviuxv.cl/;http://www.serviu15.cl/transparencia/index.html;Lunes a viernes de 08:30 a 13:00 hrs.;Jacqueline Olivares Petricelli;jolivaresp@minvu.cl;;;;;http://solicitudinformacion.minvu.cl/;;Ingresa;SÍ;NO;SÍ;SÍ;2018/01/12
518;UN001;1079;Universidad de Tarapacá;UN000;Universidades;Región de Arica y Parinacota;ARICA;General Velásquez 1775;(58) 205100;http://www.uta.cl/;http://www.uta.cl/informacioncorporativa/index2.html;;;rinfo@uta.cl;;;;;http://zapahuira.uta.cl/negocio/TRANS/ProcSolicitudInformacion/sol_info_inicio.php;;No ingresa;SÍ;NO;NO;NO;
519;MU012;472;Municipalidad de Arica;MU000;Municipios de Arica y  Parinacota;Región de Arica y Parinacota;ARICA;Rafael Sotomayor Nº 415;(58) 2206226  2206227;http://www.muniarica.cl;http://transparencia.municipalidaddearica.cl/;08:30 a 17:30 (lunes a jueves) 08:30 a 16:30 (viernes);Daniela Linares Morales;daniela.linares@municipalidadarica.cl;;;;;http://transparencia.municipalidaddearica.cl/consultas.php;;Ingresa;SÍ;NO;NO;NO;
520;EP013;1106;Empresa Portuaria Arica;EP000;Empresas y Sociedades;Región de Arica y Parinacota;ARICA;MAXIMO LIRA 389  ARICA;(58) 202080;http://www.puertoarica.cl;http://puertoarica.cl/www/contenidos/transparencia/;;;;;;;;http://;;No ingresa;NO;NO;NO;NO;
521;AB075;828;Gobierno Regional de Arica y Parinacota;AB000;Interior y Seguridad Pública;Región de Arica y Parinacota;ARICA;Avda. General Velásquez N 1775;56 58 220 7300;http://www.gorearicayparinacota.gov.cl/;http://gorearicayparinacota.gov.cl/Transparencia20285/index.html;Lunes a Viernes 09:00 a 17:20 hrs;Alvaro López Velásquez;transparencia@gorearicayparinacota.gov.cl;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=1e2a833782d3fb4a49cedac542409445;;Ingresa;SÍ;NO;NO;SÍ;2019/12/06
522;AO016;870;Servicio de Salud Arica;AO000;Salud;Región de Arica y Parinacota;ARICA;18 de septiembre N 1000 edificio N.;56 58 2584150;http://saludarica.cl/;http://transparencia.redsalud.gob.cl/transparencia/index.php?id=SSARICA;Lunes a Jueves 08:00 a 17:30 horas. Viernes              08:00 a 16:00 horas.;Romina Puelles Pizarro;transparencia@saludarica.cl;;;;;http://ssari.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/01/15
523;AB007;761;Intendencia Arica y Parinacota;AB000;Interior y Seguridad Pública;Región de Arica y Parinacota;ARICA;Av. General Velásquez 1775;058 2207313;http://www.intendenciaaricaparinacota.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/123/index.html;Lunes a Jueves: 8:30 hrs. a 13:00 hrs. Y 15:00 hrs a 17:00 hrs. Viernes: 8:30 hrs. a 13:00 hrs. Y 15:00 hrs a 16:00 hrs.;Patricia Pozo Alfaro;ppozoa@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
524;MU024;481;Municipalidad de Camarones;MU000;Municipios de Arica y  Parinacota;Región de Arica y Parinacota;CAMARONES;Avanzada de Cuya sn;(58) 2208600 (Cuya) 2251442 (Arica);http://www.municamarones.cl;http://http://municipalidaddecamarones.cl/;Lunesmiércoles y viernes 9:00 a 13:00 hrs.;Transparencia Camarones;transparenciacamarones@gmail.com;;;;;http://www.municamarones.cl;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
525;MU244;671;Municipalidad de Putre;MU000;Municipios de Arica y  Parinacota;Región de Arica y Parinacota;PUTRE;José Miguel Carrera Nº350;0582594710;http://www.imputre.cl;http://transparencia.imputre.cl/;Lunes a Jueves de 08:30 a 13:30 y de 14:15 a 17:45 Viernes de 08:00 a 16:00 hrs.;Edgard Loza González;transparencia@imputre.cl;;;;;http://www.imputre.cl/contacto/contacto2.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
526;AB023;777;Gobernación de Parinacota;AB000;Interior y Seguridad Pública;Región de Arica y Parinacota;PUTRE;José Miguel Carrera 350;58  2 241322;http://www.gobernacionparinacota.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/39/index.html;Lunes a Jueves de 09:00 a 18:00 hrs. y Viernes de 08:30 hrs. a 16:30 Hrs.;Justo Germán Blas Huayllas;jblas@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;58  2 222735;Ingresa;SÍ;NO;SÍ;NO;
527;MU098;545;Municipalidad de General Lagos;MU000;Municipios de Arica y  Parinacota;Región de Arica y Parinacota;GENERAL LAGOS;Ignacio Carrera Pinto sn Visviri.;(58) 257 2440  257 2448;http://www.portalvisviri.cl;http://transparencia.portalvisviri.cl/index.html;8:30 a  13:00 15:30 a 19 hrs;Luis Hernández Zapata;transparenciavisviri@gmail.com;;;;;http://transparencia.portalvisviri.cl/formulario.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
528;AB049;803;Gobernación de Ñuble (derogada);AB000;Interior y Seguridad Pública;Región de Ñuble;CHILLÁN;Avda. Libertador sn Edif. Público;422234000 Anexo 217;http://www.gobernacionnuble.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/64/index.html;Lunes a Viernes de 08:30 a 17:30 horas;NORA ASTORGA;gnuble@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;No ingresa;NO;NO;NO;NO;
529;AO026;880;Servicio de Salud Ñuble;AO000;Salud;Región de Ñuble;CHILLÁN;Bulnes 502;56 42 587 203;http://www.serviciodesaludnuble.cl;http://transparencia.redsalud.gov.cl/transparencia/index.php?id=SSNUBLE;Lunes a Jueves de 8:00 a 17:00 hrs. y Viernes de 8:00 a 16:00 hrs.;Andrea Reyes Gutiérrez;andrea.reyes@redsalud.gov.cl;;;;;http://www.serviciodesaludnuble.cl/transparencia/solicitudes/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/17
530;AO117;329600;SEREMI de Salud del Ñuble;AO000;Salud;Región de Ñuble;CHILLÁN;Arauco Nº405 oficina 312;422587182;http://www.seremidesaludnuble.cl/;http://;;Omar Blanchait Achondo;omar.blanchait@redsalud.gob.cl;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/10/12
531;AP018;330100;SERVIU Región del Ñuble;AP000;Vivienda y Urbanismo;Región de Ñuble;CHILLÁN;18 de Septiembre #530 Chillán  Chile.;;http://www.serviunuble.cl/;http://;Lunes a viernes de 08:30 a 13:30 hrs.;;transparencianuble@minvu.cl;;;;;http://;;No ingresa;SÍ;NO;NO;SÍ;
532;AB098;329654;Gobierno Regional de Ñuble;AB000;Interior y Seguridad Pública;Región de Ñuble;CHILLÁN;Libertad SN Edificios Públicos 3 piso;422451053;http://www.goredenuble.cl;http://;Lunes a jueves de 8.30 a 18.00 horas. Viernes de 8.30 a 17.00 horas.;;transparencia@goredenuble.cl;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/11/13
533;AB094;329650;Intendencia de Ñuble;AB000;Interior y Seguridad Pública;Región de Ñuble;CHILLÁN;;;http://www.intendencianuble.gob.cl/;https://www.interior.gob.cl/transparencia/sgi/156/index.html;;;;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;No ingresa;SÍ;NO;NO;NO;
534;MU042;495;Municipalidad de Chillán;MU000;Municipios de Ñuble;Región de Ñuble;CHILLÁN;18 de Septiembre Nº 510;(42) 2433350;http://www.municipalidadchillan.cl;http://www.municipalidadchillan.cl/?modname=contenidos&id=2509;08:00 a 14:00;;transparencia@municipalidadchillan.cl;;;;;http://www.municipalidadchillan.cl/?modname=contenidos&id=914;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
535;AO104;934;Hospital Herminda Martin;AO000;Salud;Región de Ñuble;CHILLÁN;Francisco Ramírez 10;422586892 422586792 422586791 422586790;http://hospitaldechillan.cl/;http://webhosting.redsalud.gov.cl/transparencia/?id=AO104;Lunes a Jueves de 08:00 a 17:00 horas  Viernes de 08:00 a 16:00 horas Lunes a Domingos las 24 horas (OIRS Unidad de Emergencia);Solange Jélvez Campos;carla.urrutia@redsalud.gov.cl;;;;;http://hospitaldechillan.cl/transparencia/solicitudes/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/02/15
536;AB095;329651;Gobernación de Diguillín;AB000;Interior y Seguridad Pública;Región de Ñuble;BULNES;;;http://;http://;;;;;;;;http://;;No ingresa;SÍ;NO;NO;NO;
537;MU015;474;Municipalidad de Bulnes;MU000;Municipios de Ñuble;Región de Ñuble;BULNES;Carlos Palacios Nº 418;(42) 2204090  2204019  2204002;http://www.municipalidaddebulnes.cl;http://transparencia.imb.cl/;00:08 hrs a 14:00 hrs de Lunes  a Viernes;Marcela Rivera Hemosilla;administrador@imb.cl;;;;;http://transparencia.imb.cl/solicitudes.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
538;MA011;329200;Asociación de Municipalidades Territorio de Riego Canal LajaDiguillín;ASOC;Asociación Municipal;Región de Ñuble;CHILLÁN VIEJO;Serrano 300 Chillán Viejo;422201581;https://asoclajadiguillin.wixsite.com/misitio;http://;;;asociacionlajadiguillin@gmail.com;;;;;http://;;No ingresa;SÍ;NO;NO;SÍ;2018/05/02
539;MU043;496;Municipalidad de Chillán Viejo;MU000;Municipios de Ñuble;Región de Ñuble;CHILLÁN VIEJO;Serrano Nº 300;(42) 201500;http://www.chillanviejo.cl;http://transparencia.chillanviejo.cl/;Lunes a Viernes de 8:15 a 13:30 horas.;Domingo Pillado Melzer;domingo.pillado@chillanviejo.cl;;;;;http://www.chillanviejo.cl/biblioteca/transparencia/ley20285/formulario_solicitud.pdf;;Ingresa;SÍ;NO;NO;SÍ;
540;MU083;531;Municipalidad de El Carmen;MU000;Municipios de Ñuble;Región de Ñuble;EL CARMEN;Baquedano Nº 385;0422834131;http://www.municipalidadelcarmen.cl;http://www.municipalidadelcarmen.cl/index.php?option=com_repositorio&task=listarSecciones&Itemid=671;Lunes a Viernes 8:3013:00  13:4517:20;Patricia Polanco Rodríguez;contactomunicipalidadelcarmen@gmail.com;;;;;http://www.municipalidadelcarmen.cl/index.php?option=com_repositorio&task=listarFicheros&subDir=QWNjZXNvIGEgbGEgSW5mb3JtYWNpw7NuLw==;0422834223;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
541;MU208;640;Municipalidad de Pemuco;MU000;Municipios de Ñuble;Región de Ñuble;PEMUCO;San Martín Nº 498;(42) 2259500;http://www.munipemuco.cl;http://www.munipemuco.cl/transparencia/;Lunes a Viernes de 08:45  17:50;Hector Herrera Burgos;oficinadepartes@munipemuco.cl;;;;;http://www.munipemuco.cl/transparencia/formulario_solicitud.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/12/21
542;MU220;650;Municipalidad de Pinto;MU000;Municipios de Ñuble;Región de Ñuble;PINTO;Ernesto Riquelme Nº 269;422834103;http://www.municipalidaddepinto.cl;http://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU220;Lunes a Viernes de 09:00 a 13:00 horas para recibir presencialmente solicitudes en Oficina de Partes.;Patricio Garrido Torres;transparencia@munipinto.cl;;;;;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=650;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
543;MU252;679;Municipalidad de Quillón;MU000;Municipios de Ñuble;Región de Ñuble;QUILLÓN;18 de Septiembre # 250 Quillón.;(42) 220 71 00;http://www.quillon.cl;http://www.quillon.cl/transparencia_municipal/inicio.htm;De Lunes a Viernes de 08:30 a 14:00 horas.;;transparencia@quillon.cl;;;;;http://www.quillon.cl/transparencia_municipal/formularios_de_correo/formulario_transparencia/formaulario_transparencia.htm;;No ingresa;SÍ;NO;NO;NO;
544;MU289;709;Municipalidad de San Ignacio;MU000;Municipios de Ñuble;Región de Ñuble;SAN IGNACIO;Manuel Jesus Ortiz Nº 599;0422651007;http://www.munisanignacio.cl;http://www.municipiostransparentes.cl/san-ignacio;Lunes a Viernes de 08:15 hrs. a 17:05 hrs.;Miguel Parra Carriel;transparencia.sanignacio@gmail.com;;;;;http://www.munisanignacio.cl/transparencia/index.php/contactenos;0422651007;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
545;MU344;755;Municipalidad de Yungay;MU000;Municipios de Ñuble;Región de Ñuble;YUNGAY;Esmeralda Nº 380;042  2 20 56 00;http://www.yungay.cl;http://transparencia.yungay.cl/;Lunes a Jueves  8:15   18:00 Viernes 8:15  14:15;Yasna Gutiérrez;transparencia@yungay.cl;;;;;http://transparencia.yungay.cl/7-2/;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
546;MU259;684;Municipalidad de Quirihue;MU000;Municipios de Ñuble;Región de Ñuble;QUIRIHUE;Esmeralda Nº 698;(42) 531221  531311  531347  531446;http://www.municipalidadquirihue.cl;http://www.municipalidadquirihue.cl/trans_activa/index.html;lunes a Viernes desde las 08:30 a  16:00 Horas.;Francisco Almendra Riquelme;mbarria@municipalidadquirihue.cl;;;;;http://www.municipalidadquirihue.cl/trans_activa/formulario_tran.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
547;AB097;329653;Gobernación de Itata;AB000;Interior y Seguridad Pública;Región de Ñuble;QUIRIHUE;;;http://www.gobernacionitata.gob.cl/;https://www.interior.gob.cl/transparencia/sgi/158/index.html;;;;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;No ingresa;SÍ;NO;NO;NO;
548;MA040;327801;Asociación de Municipalidades del Valle del Itata;ASOC;Asociación Municipal;Región de Ñuble;QUIRIHUE;CALLE ESMERALDA 698 COMUNA DE QUIRIHUE.;;http://www.asociacionvalleitata.cl;http://;08:30 A 13:00 HRS.;INÉS IBIETA PLACENCIA;asociacionvalleitata@gmail.com;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
549;MU048;501;Municipalidad de Cobquecura;MU000;Municipios de Ñuble;Región de Ñuble;COBQUECURA;Independencia Nº 300;422347600;http://www.cobquecura.cl;http://transparencia-cobquecura.caschile.cl/;Lunes a Jueves : de 08:00 A 17:15 Hrs. Viernes: de 08:00 A 16:00 Hrs.;Julio M. Fuentes Alarcón;transparenciacobquecura@gmail.com;;;;;http://190.98.197.123/Transparencia_Cobquecura/index.php?option=com_contact&view=contact&id=1;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
550;MU052;504;Municipalidad de Coelemu;MU000;Municipios de Ñuble;Región de Ñuble;COELEMU;Pedro León Gallo N609 Coelemu;422500111;http://www.municoelemu.cl;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU052;Lunes a Viernes de 8.00 hrs. a 13.30 hrs.;GISELA HERNANDEZ VILLEGAS;ghernandez@municoelemu.cl;;;;;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=504;00;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
551;MU182;616;Municipalidad de Ninhue;MU000;Municipios de Ñuble;Región de Ñuble;NINHUE;Arturo Prat Nº 405;0422870865;http://www.munininhue.cl;http://www.munininhue.cl/transparencia;Lunes a viernes de 08:30 a 17:33;Julio Fernandez Nova  Encargado de Transparencia  964968601422870865 transparencia@munininhue.cl;transparencia@munininhue.cl;;;Cuenta Corriente;Bancoestado;http://www.munininhue.cl/phocadownload/2013/sol-informacion/solicitud-informacion.pdf;;Ingresa;SÍ;NO;NO;SÍ;2019/05/09
552;MU224;653;Municipalidad de Portezuelo;MU000;Municipios de Ñuble;Región de Ñuble;PORTEZUELO;OHiggins Nº 403  Casilla 13  Portezuelo;422200800;http://www.municipalidaddeportezuelo.cl;http://municipalidaddeportezuelo.cl/transparencia-3/;LUNES A VIERNES DE 8:30 A 14:00 HRS. Y DE 14:45 A 17:35 HRS.;Edith Castillo Mella;transparencia@municipalidaddeportezuelo.cl;;;;;http://municipalidaddeportezuelo.cl/formulario-transparencia/;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
553;MU261;685;Municipalidad de Ránquil;MU000;Municipios de Ñuble;Región de Ñuble;RÁNQUIL;Nicolás León # 521 Ñipas comuna de Ránquil.;(42) 2833700;http://www.mranquil.cl/;http://www.mranquil.cl/020620120254D05SDFGS54250/sitio=web/municipalidadranquil/=maxtrosurchile/csitio0206/seguridad/=200844302/Ley_de_transparencia_municpal.aspx;Lunes a Jueves de 08:00 a 17:00 Viernes de 08:00 a 16:00;Francisco Morales Rondanelli;informatica@mranquil.cl;;;;;http://www.mranquil.cl/020620120254D05SDFGS54250/sitio=web/municipalidadranquil/=maxtrosurchile/csitio0206/seguridad/=200844302/Ley_de_transparencia_municpal.aspx;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
554;MU328;743;Municipalidad de Trehuaco;MU000;Municipios de Ñuble;Región de Ñuble;TREGUACO;GONZALO URREJOLA N460;(42) 2511351 2511607 2511608;http://www.municipalidaddetrehuaco.cl/;http://www.municipalidaddetrehuaco.cl/zeta/trans.php;Lunes a Viernes  8:30 a 13:30 14:30 a 17:00;EDGARDO OÑATE AEDO;transparenciasemu@hotmail.com;;;;;http://www.municipalidaddetrehuaco.cl/zeta/formulario;(042) 2511351;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
555;MA022;327750;Asociación de Municipalidades del Punilla;ASOC;Asociación Municipal;Región de Ñuble;SAN CARLOS;EL ROBLE N 505;+56 42 2413463;http://www.asociacionpunilla.cl;http://www.asociacionpunilla.cl;LUNES A VIERNES DE 9:00  A 13:00 HORAS;;transparencia@asociacionpunilla.cl;;;;;http://www.asociacionpunilla.cl;;No ingresa;SÍ;NO;NO;SÍ;2018/01/01
556;AB096;329652;Gobernación de Punilla;AB000;Interior y Seguridad Pública;Región de Ñuble;SAN CARLOS;;;http://www.gobernacionpunilla.gob.cl/;http://www.interior.gob.cl/transparencia/sgi/159/index.html;;;;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;No ingresa;SÍ;NO;NO;NO;
557;AO086;917;Hospital de San Carlos;AO000;Salud;Región de Ñuble;SAN CARLOS;David Gazmuri N 448;56 422586192;http://www.hospitalsancarlos.cl/;http://transparencia.redsalud.gob.cl/transparencia/index.php?id=AO086;Lunes a Jueves de 08:00 a 17:00 horas Viernes de 08:00 a 16:00 horas;Nidia Diaz Manriquez;nidia.diazm@redsalud.gov.cl;;;;;http://hospitalsancarlos.cl/solicitudes/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/02/14
558;MU282;704;Municipalidad de San Carlos;MU000;Municipios de Ñuble;Región de Ñuble;SAN CARLOS;Vicuña Mackenna Nº 436;(42) 2201300;http://www.sancarlos.cl;http://www.sancarlos.cl;En la Mañana Lunes a Viernes:  8:30 a 13:30 En la tarde Lunes a Jueves: 14:15 a 17:45 Viernes: 14:15 a 16:45;;secremun@sancarlos.cl;;;;;http://www.sancarlos.cl/Transpa_Reclamo.asp;;Ingresa;SÍ;NO;NO;SÍ;2018/05/15
559;MU053;505;Municipalidad de Coihueco;MU000;Municipios de Ñuble;Región de Ñuble;COIHUECO;Avda. Prat Nº 1675;(42) 2471002;https://www.municoihueco.cl;http://www.municoihueco.cl/transparencia/index.htm;Lunes a Viernes 8:30 a 13:00 y 14:30 a 17:30 horas;Russel Cabrera Parada;contacto@municoihueco.cl;;;;;http://www.municoihueco.cl/transparencia/Formulario.Ley.Transparencia.doc;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
560;MU185;619;Municipalidad de Ñiquén;MU000;Municipios de Ñuble;Región de Ñuble;ÑIQUÉN;Estado 188 San Gregorio de Ñiquén;(42) 2203900;http://www.muniniquen.cl;http://www.muniniquen.cl/ley_transparencia/transparencia_activa_niquen.htm;Lunes a Jueves de 8:30 a 17:20 hrs Viernes de 8:30 a 15:50;Marcela Elgueta Morales;transparencianiquen@gmail.com;;;;;http://www.muniniquen.cl/images/descargas/Formulario_de_registro_de_solicitud.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
561;MU285;707;Municipalidad de San Fabián;MU000;Municipios de Ñuble;Región de Ñuble;SAN FABIÁN;21 de Mayo N312 San Fabián de Alico;042  2419034  2419025;http://www.sanfabian.cl;http://www.sanfabian.cl/ley_transparencia.php;Lunes a Viernes  08:30   14:00 Hrs.;Víctor Hugo Valdebenito Villa;informasanfabian@gmail.com;;;;;http://www.sanfabian.cl/documentos/doc_450_130612100617.PDF;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
562;MU295;713;Municipalidad de San Nicolás;MU000;Municipios de Ñuble;Región de Ñuble;SAN NICOLÁS;Arturo Prat Nº 202;(42) 2561416  2561443  2561419;http://www.municipalidadsannicolas.cl;http://www.municipalidadsannicolas.cl/web/index.php?action=plantillas_listar;08:30 13:00  14:00  17:00;Manual Irribarra Barra;transparencia@municipalidadsannicolas.cl;;;;;http://www.municipalidadsannicolas.cl/web/index.php?action=plantillas_selec_archivo&ig=112&m=2&a=2013;;Ingresa;SÍ;NO;NO;SÍ;2019/10/14
563;UN003;58400;Universidad de Antofagasta;UN000;Universidades;Región de Antofagasta;ANTOFAGASTA;Angamos 601;600 822 1010;http://www.uantof.cl/;http://transparencia.uantof.cl/;;;transparencia@uantof.cl;;;;;http://info.uantof.cl/;;No ingresa;SÍ;NO;NO;NO;
564;MA002;327150;Asociación de Municipalidades de la Región de Antofagasta;ASOC;Asociación Municipal;Región de Antofagasta;ANTOFAGASTA;Washington 2613 piso 3;55256987;http://www.amra.cl;http://;Lunes a viernes de 9:00 a 17:00 hrs.;;transparencia@amra.cl;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
565;AO018;872;Servicio de Salud Antofagasta;AO000;Salud;Región de Antofagasta;ANTOFAGASTA;Bolívar 523;56 55 2655306;http://www.ssantof.cl/;http://webhosting.redsalud.gov.cl/transparencia/?id=SSANTOFAGASTA;Lunes a Viernes de  09:00 a 12:00 y 15:00 a 16:00 hrs;ROMINA MADRIGAL;transparencia.anto@redsalud.gov.cl;;;;;http://webhosting.redsalud.gov.cl/transparencia/public/ssantofagasta/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/18
